ShipmentID,TransactionID,Carrier,ShipDate,DeliveryDate
"SHP-3227","TRN-16982","FedEx","2022-03-20","2022-03-26"
"SHP-3228","TRN-16983","UPS","2025-05-24","2025-05-27"
"SHP-3229","TRN-16984","SweetHaul Logistics","2024-09-21","2024-09-26"
"SHP-3230","TRN-16986","FedEx","2023-03-02","2023-03-06"
"SHP-3231","TRN-16992","UPS","2025-04-20","2025-04-25"
"SHP-3232","TRN-16993","ChocoExpress","2023-12-08","2023-12-10"
"SHP-3233","TRN-16994","SweetHaul Logistics","2025-06-02","2025-06-05"
"SHP-3234","TRN-16996","ChocoExpress","2022-05-27","2022-06-02"
"SHP-3235","TRN-16999","FedEx","2024-03-13","2024-03-18"
"SHP-3236","TRN-17000","UPS","2023-09-24","2023-09-30"
"SHP-3237","TRN-17001","ChocoExpress","2024-09-27","2024-10-03"
"SHP-3238","TRN-17002","ChocoExpress","2024-08-06","2024-08-10"
"SHP-3239","TRN-17003","FedEx","2023-08-16","2023-08-20"
"SHP-3240","TRN-17006","SweetHaul Logistics","2022-04-21","2022-04-27"
"SHP-3241","TRN-17007","SweetHaul Logistics","2022-03-09","2022-03-15"
"SHP-3242","TRN-17008","UPS","2024-08-19","2024-08-21"
"SHP-3243","TRN-17010","FedEx","2022-05-25","2022-05-27"
"SHP-3244","TRN-17015","ChocoExpress","2022-01-06","2022-01-09"
"SHP-3245","TRN-17018","SweetHaul Logistics","2023-03-19","2023-03-22"
"SHP-3246","TRN-17020","FedEx","2023-01-23","2023-01-29"
"SHP-3247","TRN-17021","ChocoExpress","2024-01-10","2024-01-16"
"SHP-3248","TRN-17023","SweetHaul Logistics","2023-11-30","2023-12-05"
"SHP-3249","TRN-17024","UPS","2023-07-17","2023-07-19"
"SHP-3250","TRN-17026","SweetHaul Logistics","2022-07-19","2022-07-21"
"SHP-3251","TRN-17029","SweetHaul Logistics","2023-07-23","2023-07-25"
"SHP-3252","TRN-17032","UPS","2025-10-01","2025-10-03"
"SHP-3253","TRN-17035","FedEx","2024-12-05","2024-12-08"
"SHP-3254","TRN-17040","FedEx","2023-12-01","2023-12-06"
"SHP-3255","TRN-17047","FedEx","2024-03-14","2024-03-20"
"SHP-3256","TRN-17048","FedEx","2024-10-09","2024-10-11"
"SHP-3257","TRN-17050","SweetHaul Logistics","2025-07-26","2025-07-29"
"SHP-3258","TRN-17055","UPS","2025-02-02","2025-02-05"
"SHP-3259","TRN-17056","ChocoExpress","2024-11-15","2024-11-19"
"SHP-3260","TRN-17059","UPS","2025-07-28","2025-08-02"
"SHP-3261","TRN-17061","ChocoExpress","2024-07-03","2024-07-09"
"SHP-3262","TRN-17063","UPS","2024-12-30","2025-01-01"
"SHP-3263","TRN-17066","ChocoExpress","2023-03-02","2023-03-05"
"SHP-3264","TRN-17067","UPS","2022-06-07","2022-06-13"
"SHP-3265","TRN-17070","ChocoExpress","2024-08-12","2024-08-18"
"SHP-3266","TRN-17073","FedEx","2024-02-14","2024-02-19"
"SHP-3267","TRN-17076","SweetHaul Logistics","2023-03-05","2023-03-09"
"SHP-3268","TRN-17079","FedEx","2024-01-08","2024-01-13"
"SHP-3269","TRN-17084","ChocoExpress","2024-02-08","2024-02-11"
"SHP-3270","TRN-17085","FedEx","2022-11-03","2022-11-08"
"SHP-3271","TRN-17086","SweetHaul Logistics","2024-05-28","2024-05-31"
"SHP-3272","TRN-17088","FedEx","2023-06-30","2023-07-04"
"SHP-3273","TRN-17089","SweetHaul Logistics","2023-06-25","2023-06-29"
"SHP-3274","TRN-17090","FedEx","2025-05-22","2025-05-25"
"SHP-3275","TRN-17091","SweetHaul Logistics","2024-06-20","2024-06-22"
"SHP-3276","TRN-17094","UPS","2023-10-14","2023-10-17"
"SHP-3277","TRN-17097","ChocoExpress","2025-06-07","2025-06-11"
"SHP-3278","TRN-17099","ChocoExpress","2024-08-03","2024-08-07"
"SHP-3279","TRN-17108","FedEx","2024-08-08","2024-08-14"
"SHP-3280","TRN-17117","SweetHaul Logistics","2024-02-28","2024-03-02"
"SHP-3281","TRN-17119","ChocoExpress","2024-04-18","2024-04-20"
"SHP-3282","TRN-17120","SweetHaul Logistics","2022-05-07","2022-05-11"
"SHP-3283","TRN-17126","UPS","2025-05-06","2025-05-08"
"SHP-3284","TRN-17129","FedEx","2022-12-04","2022-12-08"
"SHP-3285","TRN-17131","SweetHaul Logistics","2025-01-06","2025-01-12"
"SHP-3286","TRN-17134","SweetHaul Logistics","2025-02-01","2025-02-03"
"SHP-3287","TRN-17136","FedEx","2023-10-03","2023-10-07"
"SHP-3288","TRN-17139","ChocoExpress","2024-06-01","2024-06-07"
"SHP-3289","TRN-17144","FedEx","2022-12-12","2022-12-17"
"SHP-3290","TRN-17145","UPS","2024-09-17","2024-09-19"
"SHP-3291","TRN-17146","SweetHaul Logistics","2025-08-18","2025-08-23"
"SHP-3292","TRN-17148","SweetHaul Logistics","2022-08-11","2022-08-16"
"SHP-3293","TRN-17149","UPS","2023-10-18","2023-10-24"
"SHP-3294","TRN-17150","ChocoExpress","2023-06-05","2023-06-11"
"SHP-3295","TRN-17151","ChocoExpress","2024-09-18","2024-09-20"
"SHP-3296","TRN-17152","ChocoExpress","2023-02-04","2023-02-07"
"SHP-3297","TRN-17156","SweetHaul Logistics","2023-09-03","2023-09-07"
"SHP-3298","TRN-17158","SweetHaul Logistics","2022-05-11","2022-05-15"
"SHP-3299","TRN-17159","UPS","2022-01-07","2022-01-09"
"SHP-3300","TRN-17160","UPS","2023-04-11","2023-04-13"
"SHP-3301","TRN-17162","SweetHaul Logistics","2023-06-12","2023-06-18"
"SHP-3302","TRN-17163","FedEx","2024-07-27","2024-08-01"
"SHP-3303","TRN-17164","UPS","2022-12-30","2023-01-02"
"SHP-3304","TRN-17165","SweetHaul Logistics","2024-05-28","2024-06-03"
"SHP-3305","TRN-17167","FedEx","2024-11-15","2024-11-18"
"SHP-3306","TRN-17168","SweetHaul Logistics","2022-01-14","2022-01-20"
"SHP-3307","TRN-17171","FedEx","2025-01-18","2025-01-22"
"SHP-3308","TRN-17173","UPS","2024-10-21","2024-10-27"
"SHP-3309","TRN-17176","ChocoExpress","2024-12-24","2024-12-29"
"SHP-3310","TRN-17181","ChocoExpress","2025-04-18","2025-04-22"
"SHP-3311","TRN-17183","UPS","2024-02-24","2024-02-28"
"SHP-3312","TRN-17188","UPS","2023-01-18","2023-01-23"
"SHP-3313","TRN-17190","UPS","2024-01-12","2024-01-18"
"SHP-3314","TRN-17199","SweetHaul Logistics","2024-09-26","2024-09-30"
"SHP-3315","TRN-17200","ChocoExpress","2025-02-19","2025-02-23"
"SHP-3316","TRN-17203","FedEx","2024-11-13","2024-11-17"
"SHP-3317","TRN-17210","UPS","2025-02-25","2025-03-01"
"SHP-3318","TRN-17211","ChocoExpress","2024-11-02","2024-11-05"
"SHP-3319","TRN-17215","UPS","2023-09-27","2023-09-30"
"SHP-3320","TRN-17219","ChocoExpress","2024-06-15","2024-06-17"
"SHP-3321","TRN-17221","ChocoExpress","2023-11-28","2023-12-03"
"SHP-3322","TRN-17223","FedEx","2022-08-07","2022-08-13"
"SHP-3323","TRN-17226","UPS","2024-11-16","2024-11-22"
"SHP-3324","TRN-17227","UPS","2024-10-04","2024-10-10"
"SHP-3325","TRN-17230","FedEx","2023-07-09","2023-07-12"
"SHP-3326","TRN-17231","FedEx","2025-07-08","2025-07-12"
"SHP-3327","TRN-17235","ChocoExpress","2025-09-15","2025-09-21"
"SHP-3328","TRN-17243","UPS","2024-07-09","2024-07-12"
"SHP-3329","TRN-17244","ChocoExpress","2023-09-08","2023-09-12"
"SHP-3330","TRN-17247","ChocoExpress","2025-09-25","2025-09-28"
"SHP-3331","TRN-17252","FedEx","2024-11-21","2024-11-26"
"SHP-3332","TRN-17254","SweetHaul Logistics","2023-09-06","2023-09-12"
"SHP-3333","TRN-17256","UPS","2023-02-28","2023-03-04"
"SHP-3334","TRN-17258","UPS","2024-05-02","2024-05-06"
"SHP-3335","TRN-17260","FedEx","2024-12-30","2025-01-05"
"SHP-3336","TRN-17262","FedEx","2023-04-25","2023-04-30"
"SHP-3337","TRN-17264","SweetHaul Logistics","2022-05-06","2022-05-11"
"SHP-3338","TRN-17269","FedEx","2025-04-23","2025-04-29"
"SHP-3339","TRN-17272","UPS","2022-07-19","2022-07-24"
"SHP-3340","TRN-17275","SweetHaul Logistics","2022-05-05","2022-05-11"
"SHP-3341","TRN-17276","FedEx","2023-11-08","2023-11-11"
"SHP-3342","TRN-17278","FedEx","2022-01-14","2022-01-19"
"SHP-3343","TRN-17283","FedEx","2024-03-13","2024-03-16"
"SHP-3344","TRN-17285","FedEx","2022-05-12","2022-05-14"
"SHP-3345","TRN-17286","FedEx","2024-06-30","2024-07-02"
"SHP-3346","TRN-17288","UPS","2022-10-09","2022-10-14"
"SHP-3347","TRN-17291","UPS","2023-11-07","2023-11-09"
"SHP-3348","TRN-17298","UPS","2024-03-07","2024-03-11"
"SHP-3349","TRN-17302","ChocoExpress","2022-01-26","2022-01-29"
"SHP-3350","TRN-17303","SweetHaul Logistics","2022-03-08","2022-03-14"
"SHP-3351","TRN-17304","SweetHaul Logistics","2025-01-06","2025-01-08"
"SHP-3352","TRN-17305","UPS","2023-12-18","2023-12-20"
"SHP-3353","TRN-17306","ChocoExpress","2023-03-22","2023-03-24"
"SHP-3354","TRN-17307","SweetHaul Logistics","2025-03-15","2025-03-17"
"SHP-3355","TRN-17316","FedEx","2024-03-08","2024-03-13"
"SHP-3356","TRN-17318","SweetHaul Logistics","2024-02-26","2024-02-29"
"SHP-3357","TRN-17319","SweetHaul Logistics","2025-07-24","2025-07-28"
"SHP-3358","TRN-17321","UPS","2022-01-07","2022-01-09"
"SHP-3359","TRN-17325","UPS","2023-08-22","2023-08-28"
"SHP-3360","TRN-17326","FedEx","2023-11-30","2023-12-02"
"SHP-3361","TRN-17331","FedEx","2023-06-22","2023-06-27"
"SHP-3362","TRN-17334","ChocoExpress","2025-09-17","2025-09-23"
"SHP-3363","TRN-17335","ChocoExpress","2022-06-05","2022-06-07"
"SHP-3364","TRN-17339","FedEx","2023-04-13","2023-04-16"
"SHP-3365","TRN-17342","ChocoExpress","2023-12-02","2023-12-06"
"SHP-3366","TRN-17347","ChocoExpress","2023-07-12","2023-07-14"
"SHP-3367","TRN-17350","UPS","2023-11-07","2023-11-13"
"SHP-3368","TRN-17360","FedEx","2023-07-23","2023-07-27"
"SHP-3369","TRN-17363","UPS","2023-08-28","2023-09-03"
"SHP-3370","TRN-17365","UPS","2025-01-10","2025-01-14"
"SHP-3371","TRN-17367","UPS","2025-10-04","2025-10-08"
"SHP-3372","TRN-17372","ChocoExpress","2022-05-06","2022-05-10"
"SHP-3373","TRN-17373","ChocoExpress","2023-01-10","2023-01-14"
"SHP-3374","TRN-17378","SweetHaul Logistics","2022-09-15","2022-09-19"
"SHP-3375","TRN-17382","ChocoExpress","2023-01-13","2023-01-16"
"SHP-3376","TRN-17383","SweetHaul Logistics","2024-02-14","2024-02-18"
"SHP-3377","TRN-17391","ChocoExpress","2025-03-19","2025-03-23"
"SHP-3378","TRN-17397","UPS","2023-07-27","2023-07-30"
"SHP-3379","TRN-17400","UPS","2023-01-16","2023-01-20"
"SHP-3380","TRN-17401","UPS","2022-09-22","2022-09-26"
"SHP-3381","TRN-17408","UPS","2023-10-29","2023-11-03"
"SHP-3382","TRN-17410","FedEx","2024-05-14","2024-05-18"
"SHP-3383","TRN-17412","SweetHaul Logistics","2023-02-02","2023-02-04"
"SHP-3384","TRN-17416","UPS","2023-07-31","2023-08-03"
"SHP-3385","TRN-17417","UPS","2023-05-31","2023-06-06"
"SHP-3386","TRN-17419","ChocoExpress","2024-02-17","2024-02-20"
"SHP-3387","TRN-17422","FedEx","2023-08-15","2023-08-20"
"SHP-3388","TRN-17424","SweetHaul Logistics","2024-12-31","2025-01-05"
"SHP-3389","TRN-17425","SweetHaul Logistics","2022-02-07","2022-02-10"
"SHP-3390","TRN-17427","SweetHaul Logistics","2024-05-28","2024-06-03"
"SHP-3391","TRN-17430","UPS","2022-04-29","2022-05-02"
"SHP-3392","TRN-17431","FedEx","2024-11-30","2024-12-02"
"SHP-3393","TRN-17433","FedEx","2022-04-08","2022-04-12"
"SHP-3394","TRN-17442","ChocoExpress","2024-10-10","2024-10-12"
"SHP-3395","TRN-17443","FedEx","2022-08-08","2022-08-12"
"SHP-3396","TRN-17446","SweetHaul Logistics","2025-10-03","2025-10-07"
"SHP-3397","TRN-17449","SweetHaul Logistics","2023-09-05","2023-09-09"
"SHP-3398","TRN-17450","UPS","2023-12-02","2023-12-04"
"SHP-3399","TRN-17454","ChocoExpress","2024-03-27","2024-04-01"
"SHP-3400","TRN-17455","UPS","2023-08-15","2023-08-17"
"SHP-3401","TRN-17457","ChocoExpress","2025-07-22","2025-07-25"
"SHP-3402","TRN-17458","UPS","2022-07-27","2022-08-01"
"SHP-3403","TRN-17464","ChocoExpress","2023-04-05","2023-04-09"
"SHP-3404","TRN-17466","UPS","2023-11-06","2023-11-12"
"SHP-3405","TRN-17469","ChocoExpress","2024-05-18","2024-05-21"
"SHP-3406","TRN-17472","ChocoExpress","2022-05-09","2022-05-13"
"SHP-3407","TRN-17474","UPS","2024-10-25","2024-10-30"
"SHP-3408","TRN-17475","UPS","2024-04-29","2024-05-02"
"SHP-3409","TRN-17476","ChocoExpress","2024-10-30","2024-11-05"
"SHP-3410","TRN-17478","ChocoExpress","2022-10-12","2022-10-16"
"SHP-3411","TRN-17480","SweetHaul Logistics","2025-05-21","2025-05-27"
"SHP-3412","TRN-17484","SweetHaul Logistics","2022-02-05","2022-02-08"
"SHP-3413","TRN-17487","UPS","2025-07-20","2025-07-22"
"SHP-3414","TRN-17488","ChocoExpress","2025-01-10","2025-01-12"
"SHP-3415","TRN-17491","SweetHaul Logistics","2024-11-01","2024-11-05"
"SHP-3416","TRN-17494","SweetHaul Logistics","2023-02-17","2023-02-19"
"SHP-3417","TRN-17495","FedEx","2025-01-22","2025-01-27"
"SHP-3418","TRN-17498","ChocoExpress","2022-10-09","2022-10-11"
"SHP-3419","TRN-17499","SweetHaul Logistics","2022-09-30","2022-10-02"
"SHP-3420","TRN-17500","ChocoExpress","2024-09-11","2024-09-15"
"SHP-3421","TRN-17501","ChocoExpress","2023-04-03","2023-04-07"
"SHP-3422","TRN-17504","FedEx","2022-11-28","2022-12-03"
"SHP-3423","TRN-17506","ChocoExpress","2023-11-28","2023-12-03"
"SHP-3424","TRN-17507","UPS","2025-09-30","2025-10-02"
"SHP-3425","TRN-17508","UPS","2023-11-03","2023-11-07"
"SHP-3426","TRN-17509","FedEx","2023-07-07","2023-07-12"
"SHP-3427","TRN-17510","ChocoExpress","2025-07-01","2025-07-06"
"SHP-3428","TRN-17511","UPS","2023-11-20","2023-11-24"
"SHP-3429","TRN-17514","ChocoExpress","2023-06-10","2023-06-14"
"SHP-3430","TRN-17515","SweetHaul Logistics","2022-12-28","2023-01-01"
"SHP-3431","TRN-17516","SweetHaul Logistics","2023-11-04","2023-11-06"
"SHP-3432","TRN-17520","UPS","2023-06-28","2023-06-30"
"SHP-3433","TRN-17521","UPS","2025-03-26","2025-04-01"
"SHP-3434","TRN-17522","SweetHaul Logistics","2023-07-15","2023-07-18"
"SHP-3435","TRN-17525","FedEx","2022-04-22","2022-04-26"
"SHP-3436","TRN-17528","ChocoExpress","2025-04-13","2025-04-16"
"SHP-3437","TRN-17530","ChocoExpress","2022-12-29","2023-01-03"
"SHP-3438","TRN-17533","ChocoExpress","2023-12-30","2024-01-04"
"SHP-3439","TRN-17534","UPS","2025-02-05","2025-02-11"
"SHP-3440","TRN-17536","UPS","2023-01-19","2023-01-24"
"SHP-3441","TRN-17539","SweetHaul Logistics","2024-01-27","2024-02-01"
"SHP-3442","TRN-17541","UPS","2023-10-20","2023-10-26"
"SHP-3443","TRN-17542","FedEx","2022-06-14","2022-06-20"
"SHP-3444","TRN-17543","FedEx","2023-03-13","2023-03-18"
"SHP-3445","TRN-17544","UPS","2022-05-13","2022-05-19"
"SHP-3446","TRN-17545","SweetHaul Logistics","2024-12-28","2024-12-31"
"SHP-3447","TRN-17551","ChocoExpress","2023-05-10","2023-05-14"
"SHP-3448","TRN-17552","UPS","2024-08-30","2024-09-02"
"SHP-3449","TRN-17553","FedEx","2023-12-23","2023-12-29"
"SHP-3450","TRN-17558","FedEx","2022-08-01","2022-08-04"
"SHP-3451","TRN-17559","SweetHaul Logistics","2025-01-14","2025-01-18"
"SHP-3452","TRN-17561","SweetHaul Logistics","2023-01-16","2023-01-18"
"SHP-3453","TRN-17563","SweetHaul Logistics","2024-06-15","2024-06-18"
"SHP-3454","TRN-17567","SweetHaul Logistics","2024-08-09","2024-08-15"
"SHP-3455","TRN-17570","SweetHaul Logistics","2024-03-29","2024-03-31"
"SHP-3456","TRN-17574","FedEx","2025-02-20","2025-02-22"
"SHP-3457","TRN-17575","ChocoExpress","2023-08-17","2023-08-20"
"SHP-3458","TRN-17578","SweetHaul Logistics","2023-01-29","2023-02-04"
"SHP-3459","TRN-17581","SweetHaul Logistics","2024-07-23","2024-07-28"
"SHP-3460","TRN-17586","FedEx","2023-10-04","2023-10-08"
"SHP-3461","TRN-17588","SweetHaul Logistics","2022-02-07","2022-02-12"
"SHP-3462","TRN-17589","SweetHaul Logistics","2023-02-05","2023-02-10"
"SHP-3463","TRN-17592","ChocoExpress","2023-11-15","2023-11-20"
"SHP-3464","TRN-17594","ChocoExpress","2025-01-31","2025-02-06"
"SHP-3465","TRN-17595","UPS","2024-05-13","2024-05-19"
"SHP-3466","TRN-17596","ChocoExpress","2024-11-04","2024-11-08"
"SHP-3467","TRN-17599","UPS","2022-12-08","2022-12-10"
"SHP-3468","TRN-17600","UPS","2024-05-04","2024-05-08"
"SHP-3469","TRN-17601","UPS","2025-01-04","2025-01-08"
"SHP-3470","TRN-17602","FedEx","2023-12-22","2023-12-27"
"SHP-3471","TRN-17603","SweetHaul Logistics","2023-11-13","2023-11-16"
"SHP-3472","TRN-17605","UPS","2024-10-04","2024-10-08"
"SHP-3473","TRN-17607","FedEx","2024-06-30","2024-07-04"
"SHP-3474","TRN-17611","SweetHaul Logistics","2023-05-30","2023-06-05"
"SHP-3475","TRN-17613","FedEx","2024-07-25","2024-07-31"
"SHP-3476","TRN-17614","SweetHaul Logistics","2025-01-02","2025-01-06"
"SHP-3477","TRN-17615","SweetHaul Logistics","2022-05-14","2022-05-17"
"SHP-3478","TRN-17618","FedEx","2025-08-11","2025-08-15"
"SHP-3479","TRN-17619","SweetHaul Logistics","2024-03-31","2024-04-03"
"SHP-3480","TRN-17622","FedEx","2024-06-16","2024-06-21"
"SHP-3481","TRN-17623","UPS","2024-01-15","2024-01-17"
"SHP-3482","TRN-17624","ChocoExpress","2023-06-14","2023-06-17"
"SHP-3483","TRN-17627","UPS","2022-03-21","2022-03-24"
"SHP-3484","TRN-17628","UPS","2023-11-29","2023-12-02"
"SHP-3485","TRN-17630","ChocoExpress","2025-10-13","2025-10-19"
"SHP-3486","TRN-17636","ChocoExpress","2024-03-27","2024-04-01"
"SHP-3487","TRN-17637","SweetHaul Logistics","2022-01-07","2022-01-13"
"SHP-3488","TRN-17638","ChocoExpress","2025-01-19","2025-01-24"
"SHP-3489","TRN-17640","SweetHaul Logistics","2023-06-02","2023-06-07"
"SHP-3490","TRN-17641","UPS","2025-04-23","2025-04-25"
"SHP-3491","TRN-17642","SweetHaul Logistics","2025-08-26","2025-08-28"
"SHP-3492","TRN-17645","SweetHaul Logistics","2023-07-05","2023-07-07"
"SHP-3493","TRN-17648","ChocoExpress","2022-04-20","2022-04-26"
"SHP-3494","TRN-17649","FedEx","2023-11-12","2023-11-14"
"SHP-3495","TRN-17651","ChocoExpress","2023-03-21","2023-03-23"
"SHP-3496","TRN-17653","UPS","2024-06-24","2024-06-26"
"SHP-3497","TRN-17654","UPS","2022-10-30","2022-11-01"
"SHP-3498","TRN-17657","UPS","2025-05-19","2025-05-24"
"SHP-3499","TRN-17659","ChocoExpress","2022-01-15","2022-01-20"
"SHP-3500","TRN-17660","FedEx","2023-09-25","2023-10-01"
"SHP-3501","TRN-17662","SweetHaul Logistics","2024-10-08","2024-10-12"
"SHP-3502","TRN-17663","SweetHaul Logistics","2024-08-31","2024-09-05"
"SHP-3503","TRN-17664","SweetHaul Logistics","2023-11-04","2023-11-08"
"SHP-3504","TRN-17665","FedEx","2025-05-07","2025-05-11"
"SHP-3505","TRN-17671","ChocoExpress","2023-09-28","2023-10-03"
"SHP-3506","TRN-17674","FedEx","2025-03-24","2025-03-29"
"SHP-3507","TRN-17675","UPS","2023-09-06","2023-09-08"
"SHP-3508","TRN-17679","SweetHaul Logistics","2023-06-20","2023-06-23"
"SHP-3509","TRN-17680","FedEx","2025-01-14","2025-01-18"
"SHP-3510","TRN-17681","ChocoExpress","2023-02-07","2023-02-12"
"SHP-3511","TRN-17682","SweetHaul Logistics","2024-08-26","2024-08-28"
"SHP-3512","TRN-17685","FedEx","2022-10-23","2022-10-29"
"SHP-3513","TRN-17689","UPS","2023-02-04","2023-02-10"
"SHP-3514","TRN-17690","FedEx","2023-02-04","2023-02-10"
"SHP-3515","TRN-17691","SweetHaul Logistics","2023-07-08","2023-07-10"
"SHP-3516","TRN-17692","ChocoExpress","2023-03-30","2023-04-05"
"SHP-3517","TRN-17693","ChocoExpress","2022-01-07","2022-01-13"
"SHP-3518","TRN-17694","ChocoExpress","2023-03-08","2023-03-14"
"SHP-3519","TRN-17695","FedEx","2022-05-12","2022-05-18"
"SHP-3520","TRN-17697","SweetHaul Logistics","2023-02-25","2023-02-27"
"SHP-3521","TRN-17699","SweetHaul Logistics","2022-07-18","2022-07-24"
"SHP-3522","TRN-17700","FedEx","2023-06-11","2023-06-17"
"SHP-3523","TRN-17701","UPS","2022-02-04","2022-02-10"
"SHP-3524","TRN-17702","SweetHaul Logistics","2024-10-16","2024-10-22"
"SHP-3525","TRN-17703","ChocoExpress","2025-05-06","2025-05-08"
"SHP-3526","TRN-17709","FedEx","2023-09-14","2023-09-20"
"SHP-3527","TRN-17710","ChocoExpress","2022-09-24","2022-09-26"
"SHP-3528","TRN-17714","ChocoExpress","2024-05-30","2024-06-04"
"SHP-3529","TRN-17715","UPS","2023-04-02","2023-04-06"
"SHP-3530","TRN-17721","ChocoExpress","2022-08-23","2022-08-28"
"SHP-3531","TRN-17732","FedEx","2022-12-01","2022-12-03"
"SHP-3532","TRN-17733","SweetHaul Logistics","2023-08-23","2023-08-26"
"SHP-3533","TRN-17734","ChocoExpress","2024-04-27","2024-04-30"
"SHP-3534","TRN-17738","ChocoExpress","2022-10-14","2022-10-17"
"SHP-3535","TRN-17744","SweetHaul Logistics","2022-03-03","2022-03-06"
"SHP-3536","TRN-17745","FedEx","2025-01-21","2025-01-24"
"SHP-3537","TRN-17751","UPS","2022-08-22","2022-08-24"
"SHP-3538","TRN-17753","SweetHaul Logistics","2022-03-04","2022-03-06"
"SHP-3539","TRN-17756","SweetHaul Logistics","2025-02-16","2025-02-18"
"SHP-3540","TRN-17758","SweetHaul Logistics","2025-04-16","2025-04-19"
"SHP-3541","TRN-17760","FedEx","2025-07-08","2025-07-10"
"SHP-3542","TRN-17762","FedEx","2023-05-09","2023-05-12"
"SHP-3543","TRN-17766","ChocoExpress","2025-09-15","2025-09-19"
"SHP-3544","TRN-17769","ChocoExpress","2025-07-25","2025-07-28"
"SHP-3545","TRN-17771","SweetHaul Logistics","2022-05-28","2022-05-30"
"SHP-3546","TRN-17772","UPS","2022-06-21","2022-06-23"
"SHP-3547","TRN-17775","ChocoExpress","2025-04-16","2025-04-22"
"SHP-3548","TRN-17776","ChocoExpress","2024-12-06","2024-12-12"
"SHP-3549","TRN-17778","UPS","2025-03-09","2025-03-13"
"SHP-3550","TRN-17780","SweetHaul Logistics","2022-06-06","2022-06-10"
"SHP-3551","TRN-17782","ChocoExpress","2024-06-14","2024-06-20"
"SHP-3552","TRN-17783","UPS","2025-02-28","2025-03-02"
"SHP-3553","TRN-17784","ChocoExpress","2024-05-23","2024-05-25"
"SHP-3554","TRN-17786","ChocoExpress","2024-04-09","2024-04-14"
"SHP-3555","TRN-17787","ChocoExpress","2022-07-14","2022-07-17"
"SHP-3556","TRN-17790","ChocoExpress","2024-07-10","2024-07-15"
"SHP-3557","TRN-17792","UPS","2022-12-07","2022-12-09"
"SHP-3558","TRN-17797","FedEx","2024-06-20","2024-06-23"
"SHP-3559","TRN-17802","FedEx","2023-07-04","2023-07-10"
"SHP-3560","TRN-17803","UPS","2025-06-25","2025-07-01"
"SHP-3561","TRN-17804","SweetHaul Logistics","2022-06-12","2022-06-14"
"SHP-3562","TRN-17805","ChocoExpress","2022-09-05","2022-09-10"
"SHP-3563","TRN-17809","ChocoExpress","2023-11-17","2023-11-20"
"SHP-3564","TRN-17812","ChocoExpress","2023-11-18","2023-11-22"
"SHP-3565","TRN-17814","UPS","2022-03-19","2022-03-24"
"SHP-3566","TRN-17816","SweetHaul Logistics","2025-02-25","2025-02-28"
"SHP-3567","TRN-17817","SweetHaul Logistics","2022-04-27","2022-04-30"
"SHP-3568","TRN-17826","ChocoExpress","2024-06-19","2024-06-21"
"SHP-3569","TRN-17827","FedEx","2025-10-20","2025-10-22"
"SHP-3570","TRN-17834","UPS","2023-03-23","2023-03-25"
"SHP-3571","TRN-17839","ChocoExpress","2023-09-12","2023-09-16"
"SHP-3572","TRN-17841","ChocoExpress","2022-04-26","2022-04-29"
"SHP-3573","TRN-17842","UPS","2022-04-19","2022-04-22"
"SHP-3574","TRN-17843","FedEx","2023-03-05","2023-03-10"
"SHP-3575","TRN-17844","SweetHaul Logistics","2024-03-02","2024-03-04"
"SHP-3576","TRN-17845","SweetHaul Logistics","2025-07-23","2025-07-27"
"SHP-3577","TRN-17849","UPS","2023-10-06","2023-10-09"
"SHP-3578","TRN-17853","SweetHaul Logistics","2024-12-17","2024-12-20"
"SHP-3579","TRN-17861","FedEx","2022-06-20","2022-06-25"
"SHP-3580","TRN-17862","UPS","2024-08-31","2024-09-02"
"SHP-3581","TRN-17863","SweetHaul Logistics","2022-08-25","2022-08-28"
"SHP-3582","TRN-17868","ChocoExpress","2023-10-13","2023-10-19"
"SHP-3583","TRN-17869","FedEx","2022-07-21","2022-07-25"
"SHP-3584","TRN-17872","ChocoExpress","2024-03-06","2024-03-11"
"SHP-3585","TRN-17874","SweetHaul Logistics","2023-02-06","2023-02-09"
"SHP-3586","TRN-17875","SweetHaul Logistics","2024-11-06","2024-11-11"
"SHP-3587","TRN-17881","SweetHaul Logistics","2024-10-15","2024-10-17"
"SHP-3588","TRN-17882","FedEx","2024-03-31","2024-04-02"
"SHP-3589","TRN-17885","ChocoExpress","2024-01-19","2024-01-21"
"SHP-3590","TRN-17888","SweetHaul Logistics","2023-05-23","2023-05-25"
"SHP-3591","TRN-17891","FedEx","2025-09-28","2025-09-30"
"SHP-3592","TRN-17892","FedEx","2023-02-08","2023-02-12"
"SHP-3593","TRN-17893","SweetHaul Logistics","2025-08-04","2025-08-07"
"SHP-3594","TRN-17894","UPS","2025-03-23","2025-03-25"
"SHP-3595","TRN-17895","UPS","2022-02-20","2022-02-26"
"SHP-3596","TRN-17898","SweetHaul Logistics","2022-04-04","2022-04-08"
"SHP-3597","TRN-17900","SweetHaul Logistics","2022-08-03","2022-08-08"
"SHP-3598","TRN-17904","FedEx","2025-06-02","2025-06-08"
"SHP-3599","TRN-17908","ChocoExpress","2023-07-23","2023-07-27"
"SHP-3600","TRN-17912","ChocoExpress","2023-06-22","2023-06-25"
"SHP-3601","TRN-17913","FedEx","2023-07-09","2023-07-11"
"SHP-3602","TRN-17914","UPS","2022-08-12","2022-08-15"
